overall,reviewText,summary
4,"Great jeans, have always like their products.",Four Stars
4,This is a nice-looking shoe.  It's a great shoe for casual wear during the summer!  I recommend its purchase by others.,Boat Shoe Classic
4,"As others have said, the inseam on these run a little long. I've been wearing this style of Levi's for years, and have always bought 32 x 32.  This was the first time I bought pairs online, and both pairs I bought felt as if the inseam was 34"" instead of 32.""  Everything else looks and fits as expected, so it's a minor annoyance and not necessarily worth sending them back and dealing with the return hassle.  I'm hoping it won't be as bad when the weather cools and I can start wearing them with boots instead of shoes.",Inseam Runs Long
4,"I have owned Propet shoes for years. I have severe plantar fasciitis, and need an extra wide shoe to accommodate my custom orthopedic orthodics. The original size 12 5E US is what I ordered. Thats not what I got. Had to go up to a 13 5E US and stuff the toe with Kleenex. Ordered another pair for a spare, and they were too narrow. Had to go up to a size 14 5E US. I guess Propet found a cheaper sweatshop to manafacture their shoes, but forgot to give them a tape measure. Ridiculous!","Measurement 101, Please!"
4,"This shirt looks very handsome on, and my dad really likes it.  It's a bit bigger than expected, but he didn't want to return it or swap it, so I guess that makes it a winner.  I would recommend this shirt to fellows who like this style.  I'm told that the material is super-comfortable as it's both light and breathable, and has some wrinkle-resistance and quick-dry properties to boot.  This was a good purchase, I'm sure we'll be getting more colors in the future.","A little big on him, but he loves these shirts."
4,"Heavy-gauge material, seems pretty durable. Ran true to size. Time will tell how they hold up, but they seem rugged.",Rugged work wear
4,"My wifes new Rolex, what can I say!",Four Stars
4,I picked these up because the other main boat shoe company has wandered away from what boat shoes are supposed to be. These shoes are a bit stiff at first but other than that they have a premium feel and are constructed well.,Quality shoe
4,I only wish the bottom wasn't sooooo white. It is a pain to keep clean.,"Nice shoes, white bottom!"
4,like,Four Stars
4,It was a gift to five year old grandson who seemed very pleased. He told his uncle he had a watch with fire.,Watch for younger child.
4,"If you have slightly wider feet, do not order the 1/2 size smaller as suggested. Mine fit fine, but they feel a little tight after two+ hours.","Mine fit fine, but they feel a little tight after two+ ..."
4,"I've had it for about three weeks. The size fitted as expected, and it's very comfortable to wear. Just in time for summer.",Very comfortable
4,"91/2 is the size I generally wear and would prefer a ""Beatle Boot"" were snug like I wore them 50 years ago at 13!!!",No half sizes
4,"The quality is good, though they do tend to be a little droopy. A pretty good sock for the price, all things considered.",Pretty good basic sock
4,"this shirts are great for fishing and every day use for it's sun protection, comfortable but it is really hot in tropical countries",nice shirt for fishing people
4,no  problems really very comfortable and not really thick or thin. the heel fits just right too. only one problem ive had is they tend to slide down a little but other than that great socks!,great socks!
4,Its made of a very thin and cheap plastic however it does the job! I have only used it a couple times so I'm hoping it does not break easy or after many uses. But so far so good.,Cheap materials but does the job
4,The pants were as advertised.  Up to the usual Dockers standards.  My only complaint ( my fault) was that I ordered them a size too big.,Nice Pants
4,I ENJOY WEARING THEM. ALL DAY,Four Stars
4,had to send back too big,Four Stars
4,"Good fit, comfortable. I'll probably get another pair or a complete set in the near future.  Pleased with the product.",Good fit
4,"Three inches too long, but other than that, this is exactly what I was looking for--the classic sweat pants elasticized at the ankles.  The elastic at the ankles mitigates the length.",Almost great
4,Levi's jeans are Levi's jeans; nothing more to say,Four Stars
4,"I normally wear a 7.5 on everything, but I ordered a 7, they were way too small. Order up a half size. I'm reordering an 8.","I normally wear a 7. 5 on everything, ..."
4,Great service. Excellent product.,Four Stars
4,Great quality but recommended to order only one size larger than street shoe size. Shoe just fits. Dance teacher says it should be 2 sizes larger and I agree with her,Great quality but recommended to order only one size larger ...
4,"I am very happy with my purchase, I was afraid that will hurt but for me are very good no very confortables but you can use them for a friday night, no recommended for long walking days...very very cute and chic!!!",Beautiful shoes
4,I like these jeans.  They seem rough but after some use they loosen up a little.  A little long on my legs though.,I like these jeans
4,I really like  these shoes. However the sizing was a little off. I ordered at 9 thinking it was a womans 9 but I was incorrect lol... 9 equals a 11 in womens.. I should have ordered a an 8 or 81/2.. hope this helps!,I really like these shoes
4,Comfy & go great with jeans.,Four Stars
4,"The fabric is rather stiff, but the fit is perfect, given that I followed the advice to go up 1"" from my usual waist size.",Stiff fabric but good fit
4,Unfortunately these ran way to narrow and had to send them back. However they look amazing and everyone I know that has them says they are the best boots they have ever owned.,However they look amazing and everyone I know that has them says they ...
4,Really cute. Love my Birks!,Really pretty in person.
4,Strange sizing. Small up too and huge in the legs. I'd try them on at a store first.,Odd fit.
4,they are so comfortable except for the edge of the band around your ankle.  they need to be rolled over or else they leave a mark on your leg.,thorlo socks
4,Soft denim fabric. Well constructed. Excellent value. I liked the first one so much that I bought another.,Great shirt for the price
4,Was a bit smaller than expected. It was for good use.,It was for good use.
4,"I ordered the size I usually wear and they fit perfect, hard to get on at first but once on super comfortable. Cute with skirts! Great price and quick delivery","... ordered the size I usually wear and they fit perfect, hard to get on at first but once ..."
4,These boots are workhorses.  The finish is good and the soles are super durable.  It is highly recommended that a thicker sock be worn with these boots.  You must go up a half size to just get the boots on.,TIM boots
4,Fit great and looked good.,Four Stars
4,"I need to buy arch supports but other than that, I'm pleased.  Thank you",I'm pleased. Thank
4,Not quite as heavy duty as they used to be but very satisfactory.,Four Stars
4,"I love the material, they will take many washes to loosen up...",Four Stars
4,"I love them----but I hate that you can not keep
them tied. There should be a material used so
that you are able to tie them. I feel I have to cut
the cord and knot the cord. Other than that, they
are great. They are compfy and well sized.",great slippers
4,"These have a lot more cushioning than your typical Converse which, while nice, is constricting in the toe area. It's painful to wear these for a long walk while I can wear my minimalist/regular Cons all day with no problems. I would otherwise try a half size up if available. Otherwise, very stylish.","while nice, is constricting in the toe area"
4,"I'm very happy with the quality of the boot. Authentic and very easy to find when this book is sold out in stores. My son loved them, they just are a little big on his foot. Since he's in a 13 now I should've gotten a 12, I'd advise to go a whole size smaller because these do run big, but I should've remembered that most boots run big, but awesome buy. Very happy, will be buying more!",Awesome boot! just wished I would've gotten one size smaller...
4,It is very nice.,Four Stars
4,Perfect,Four Stars
4,"It's probably my own issue:  These boots are great in workmanship, comfort, and fit; but, they are hardly waterproof.  Maybe up to 6"", but that's not good enough if you're fording a waist high creek hahaha  Anyway, once the water is in, you're sloshing around in it until you take the time to remove and drain and drain and drain.  So, I'm thinking these may be a straight dry hike boot.  For that, I'd give them 4.5 to 5 stars.  Great boot overall.",Great boot. but.
4,I love these shoes but this pair was a bit small.  I would buy them again--I would just buy the next size up.,I love these shoes but this pair was a bit small
4,Bought as a gift. Says it fits comfortably and is warm.,Says it fits comfortably and is warm
4,"The underwire themselves are quite wide. The bra is OK to wear but if I had tried it on in a store, I doubt I would have purchased it. I basically wanted a supportive, relatively inexpensive bra for working outside in the yard, i.e., picking fruit, weeding, digging, etc. This bra works for me for that.",Acceptable utilitarian bra
4,These are so lightweight that  my wife  doesn't feel them on her feet. They are easy to get on and off which is another good thing as I am unable to bend very well.,They are easy to get on and off which is another good ...
4,I like these bibs because they look a bit more stylish than the other brands but they lack the security that I look for in the bib pockets and that is the only reason for the 4 star versus 5 star. Yes the price is a bit higher than other brands but Carhartt are known for their quality and these bibs are just that.,Great look - Feels great
4,Good quality product,Good quality product
4,"If you have big thighs, they roll so a garter s a must.  Great for a costume.  Held up all night.",Great for a costume
4,Initially they felt uncomfortable because there is no arch support.  After wearing them for an hour or two they softened up and felt more cozy.  They are not uncomfortable anymore and I have been able to wear them without issue for several hours.  They are very cute too.  Thanks!,great shoe
4,I needed something to wear under a lighter weight shirt that I had recently purchased.  This shirt was just what I was looking for to complete the look desired.,Perfect between-seasons top.
4,"Not bad.  Comfortable, obviously durable, well-made with good freedom of movement at arms and shoulders.  Only quibble, a bit tight at the belly, which most 3XL shirts are not; then again, it's time to reduce the belly :-))",Pretty good shirt.
4,"i love my jeans Lee , i work so hard and my jeans soported","I always use the Lee,s jean , confortable, soport hard conditions , and look ok"
4,"I had learned in the past what size I needed because I had previously bought a clone of Birkenstocks, but if I had known in advance I would have bought a different size-- the 42M size which I bought (and which fits me) corresponds to 8.5 in US sizes, whereas I generally get a 9.5 or 10.",Good shoes- be careful about the size
4,"Great boots for the money,  I added a new insole for more comfort .",Four Stars
4,"These shorts fit 35""-39"" waist sizes and being a 34/35 these are too big for me, but they do have a draw string adjustment for a better fit at the waist.","High quality, good looking shorts"
4,"I wear a smaller size, but the Dickies pants tend to run smaller.  I just ordered the next size up. They fit great.","Great pants... order next size up, though"
4,"This hat fits well, looks good, and is a soft comfortable material. I like the hat and have gotten compliments while wearing it. If you are looking for a Digital Camo hat, this is the one you want.",Good hat
4,"These flip flops covers the length and width of my feet but they don't fit on easily sadly, I have to squeeze into them. I normally wear size 13 sneakers for a just nice fit and 14 for a little more room, I now wear boots everyday from Bates and they're a size bigger, while these flip flops are just nice, the length of the strap isn't long enough for me to put it on or take it off easily.

I can't really return it as I don't live in the USA and it takes quite a bit of time and locally, my feet are huge and therefore hard to find flip flops in my size. The only comfort I can take in getting this pair of flip flops is that I'm only using them when I shower at the office or when my boots are soaked and I'm air drying them in the office hence I do not wear the flip flops often. I wish that the strap was adjustable which would have been a lot better.",Covers length and width but...
4,"nice gift for my hubby for Christmas. He wanted a new one
We will take it to get church logo embroidered on the back",Very nice
4,"My son wanted these for Christmas, and I couldn't believe my luck when I found them for almost half their normal price!  Shipping was free and fast.  My only issue was that the shoes ran so big that I had to return two pair before we found the right size.  No problem though, because Amazon was awesome about sending replacements quickly.  Thanks so much!",Great Shoes
4,"Size 12, in my case feels like a 13. Not sure if I need an 11 or 11.5. They are very durable and look nice.",Size runs large.
4,Ordered another pair in the same size and they ran a bit large but still very comfortable. These were true to size bit the top part of the thong was very tight and hurt my foot. I stretched them with a shoe device I had and now they are fine.,... and they ran a bit large but still very comfortable. These were true to size bit the top ...
4,Yes i like my watch. It feel like it is not on my wrist. I would have like one with a light on it.,Yes i like my watch
4,Captain zissou would approve this,Four Stars
4,"My 3.5 yr son loves his suit and wears it everywhere. The quality of the fabric is excellent and the reflective tape is really bright at night. The only reason I haven't given it a 5 star is the zipper. I agree with previous reviews, the zipper is the weakest point of the outfit. It hasn't broken but it is not a good quality zipper.",The quality of the fabric is excellent and the reflective tape is really bright at night
4,Perfect fit and very comfortable! The only thing that upset me was that the picture of the boot I saw did not match the boot color I received. It's the same but the color is way lighter in person. But overall comfortable boots!,Perfect fit and very comfortable
4,This is defanitly the best brand to buy but I didn't like how they don't stay. I'm always pulling them up.,Not sure
4,"Some how the pair that I got,  they are gray I was expecting  same color as picture.",Four Stars
4,Real nice quality should have ordered a size smaller but it can be taken in. Otherwise I am pleased with my purchase.,Nice jeans
4,Nice shirt,Four Stars
4,"I really like the way this shoe looks and it's very comfortable. The fit is a little large in the toebox but I think it's supposed to have somewhat of a longer, square toe. I think a smaller size would be too small width wise as I have wider feet.",A little big in the toe
4,"Good scrub pants. Only complaint is they are misses size, not women's, so they are a little tight in the thighs.","Misses size, not women's"
4,"To whom it may concern;
I wanted to see if I can exchange it for a 4.5 size. The 5 is too big for me.",To whom it may concern; I wanted to see ...
4,well made,Four Stars
4,After reading the other reviews I went with the next size up.  They fit fine and very easy to wear all day.,They fit fine and very easy to wear all day
4,"I ordered them a size bigger in the waist as I know Dickies work pants seem to run small. Well these are on the verge of being too tight in the waist. Also, the ""silver"" description is a bit off, it is more like a 'dirty silver'...not the silver I thought. If you put a nickel to it, you will see the difference.
Wish I'd ordered the gravel gray instead.","Size a bit small - Color ""iffy"" regarding Silver"
4,"The good:
Nice shoe, fits well, seems well made, looks great.
The bad:
The insoles are terrible. The Gel heel pad is raised above the rest of the insole, which looks cool, but ends up concentrating the user weight on just the pad, which is roughly half the surface area of the heel. Heel pain starts after an hour or so of standing. Replaced the insoles, and now the shoes are wonderful.","Good shoe, bad insole"
4,"I am a wheelchair user who is going to school for anesthesiology so getting ahead of the game and grabbing up scrubs early. But these pants run HUGE, a Small is more like a mens Medium, there is no way the waist size on the Small is a 32 and the inseam is way too long!

They are very stiff and have no stretch, which is a bit of a problem when your a wheelchair user, you want a little bit of stretch. Heck even an able bodied person will want a little bit of stretch to accommodate movement. These are as baggy as rapper pants on me too. I'll go look into other brands for pants.

As far as tops Dickies has me sold but the pants either I need to buy from a different collection (not EDS) or go to another manufacturer.

UPDATE: Wednesday Aug 15th I received my new pair X-Small they fit my legs lovely and they DO have a little tiny bit of srtretch, again Dickies has me sold. Just ordered 3 more tops and 3 more pants!","Runs Big, Order smaller size!"
4,"The first SPOT watch I purchased was the Abacus AU4004 (identical to the Fossil FX3005). Even though I only used the free service (which includes several news headlines, daily weather forecast and limited financial market information), I was hooked. However, several factors limited my enjoyment of the watch:

-Size of the watch face

-Comfort of the watch band

-Navigational buttons

The size of the watch face was larger than a typical watch and much thicker, making it difficult to wear long sleeve button shirts that could button over the watch. The watch band itself was very stiff and had a strange clasp. The navigational buttons seem ""hard"" and gave me a little finger pain if I pressed them too much while using the watch. However, for $40, these can only be considered minor problems.

I moved on to the Swatch Paparazzi because it was an unbeatable deal: for $60, you're getting the watch plus a year's worth of MSN Direct service (which normally costs $40/year). In effect, you're getting the watch for $20!

My experience with the Swatch Paparazzi was much improved over the experience I had with my previous SPOT watch. Even though the band is stiff, it is still much more comfortable to wear. The face of the watch is bigger than the Abacus/Fossil, and is almost as thick, but for some reason doesn't seem as obtrusive (I can easily button long sleeve shirts over it). The buttons are made of plastic as opposed to the metal buttons of my previous model, and I found the plastic buttons to be a huge improvement in navigational functions. Appearance-wise, the Swatch Paparazzi appears closer to a regular watch than other SPOT offerings do.

Having purchased a Suunto N3i recently, widely touted as the best SPOT watch available due to its slim size, I can honestly say I prefer the Swatch Paparazzi. Even though the latter is thicker, it somehow seems comparable to the N3i in terms of size and comfort. The screen on the Paparazzi is the best of all three SPOT watches I own, and it has the best buttons of the three by far (very soft, tactile and no finger pain!). The Paparazzi would have benefitted from having a softer watch band like the N3i, but the band it currently has is far from uncomfortable and much better than the band on the Abacus/Fossil model.

If you're looking for a watch that could help you pass the time while waiting on a line, whether it be by giving you news headlines, the weather, stock info, movie times, etc, I would highly recommend the Swatch Paparazzi as a comfortable, easy-to-use, affordable SPOT watch. Also, if you're like me and get tired of looking at the same watch face all the time, you'll really enjoy the many ""watch faces"" that are available for you to choose from to bring variety to your wrist and keep your watch from ever being dull. In terms of value, no other SPOT watch gives you as much bang for your buck. I would have given this watch 5 stars if it was a little bit less thick and if the band was a little bit more comfortable.

If you want more information on MSNDirect's services and the watches that are available, make sure to look up their website. For great reviews and additional information about all of the SPOT models out there, make sure to do a web search for the Spotstop website.",One of the better MSN Direct SPOT watches I've tried out
4,This outfit is so comfy and extremely cute. I am not a skinny girl anymore and to find nice things that fit and still look cute is sometimes difficult.,comfy and cute
4,"Because the steel head, a little inappropriate, there is little hard. Overall is good",Four Stars
4,Loved it!,Four Stars
4,"Overall, I really like them, but I am getting a blister from one of the foot bed areas that makes them a little uncomfortable.","I really like them, but I am getting a blister from ..."
4,These are good general purpose shorts.  I use these in lieu of pajamas when camping and as a cover up for bike shorts off the bike in restaurants or just walking around.  I find the shorts a little long but that is ok.  I will most likely buy another pair.,Good general purpose shorts.
4,"I have coveted these boots for way too long.  The leather is rugged & beautiful.  NOTE:  They run a full size large, order appropriately!  I find that they slide a bit on the heel, but with further investigation that seems to be normal.",Rugged Beauty
4,Nice item except for a regular fit the legs and rear are large - like a generous fit.  Will be returning.,Nice item except for a regular fit the legs and ...
4,Holding up well.  Wish the cuff were smaller or adjustable for ironworker needs.  Will buy again.,Holding up well. Wish the cuff were smaller or ...
4,"Because of the large dial and clear numbers this was to be a gift for my sight-impaired Mother. It was a replacement for the Silver Super Large Face Stretch Band Fashion Watch which did not work out of the box and was returned.

The Timex arrived as promised. Works well and is an attractive, and seemingly well made, watch. The band is slightly too big for her wrist but that was expected. Because she can easily read the dial, including the calendar window in brighter light, she loves it. We did look, as well, at the
Timex Women's T2H381 Easy Reader but found that it was too small for her to easily read the dial. I would recommend this Men's Timex for others who have similar vision challenges or just want an inexpensive, attractive watch.",Works for the sight impaired
4,Perfect fit as I wear them very baggy and very good quality. Like the pockets on the side as well.,Very Comfy!
4,"I am 5'9"" and finding that they drag on the ground was a surprise! Otherwise, I love the fit and color.",I love the fit and color
4,5 year old seems to like it.  Bought for Sunday wear.  Nice looking.,Four Stars
4,Fits good and looks good. My only complaint is that the sleeves are a bit baggy which I understand is common for tux shirts.,Fits good and looks good
4,"I have not planned on buying this pair at all. I went to a store to shop for snow/ cold-weathered boots and was eyeing a pair that is half the price.  While trying on shoes, I noticed this pair of Uggs.  I tried it on just out of curiosity, to see what the fuss was about, and I was immediately sold.  Comfort level is topnotch! And this is compared to other top- brands in cold weather boots, they don't even come close.  The only drawback was the price, one star off.  But then, there is always a price to luxury.",Quality is above all else
4,Too tight at the waist and then too long for my daughter. She wore them to school for a while...,Too tight at the waist and then too long for ...
4,Belt is cheesy.  I would like to pay a few dollars more and get something I didn't have to make better.,Belt missed the grade.
4,Good shoes.  A little tight sure they will loosen up as I wear them.  Overall I am happy with purchase,Shoes
4,Run big!,Four Stars
4,"I was worried about the fit after reading reviews but figured it out. Don't go by pant waist size, go by belly size. My man gets 36"" waist jeans but 42"" bib overalls. I bought Carhart bibs at a local store. Very stiff & protective. These stone washed bibs are very soft and comfortable. It's nice to have work pants that stay put during the job. No more ""plumber's crack"" or popped suspenders! Good price too.",Comfortable choice
4,Everything OK!,Four Stars
4,"I wear sweat shirts all winter.  These are well tailored and keep me comfy warm.  Repeated washing have NOT impaired the quality of this garment.  The fit, color, and texture remained almost like new.",Good Value
4,Study and roomy,Great buy
4,"Greetings, perfect in every way, the quality of the fabric, the color, the size, the price that I could buy, I recommend this brand widely.",perfect in every way
4,But the quality has changed. I have been wearing these slippers for last 15-20 years so I can tell the difference. They do not last as long as before. The picture is misleading - the inside sole does not have the stitching and it's less comfortable.,Not as good as 15 years ago
4,Excellent shoe for powerlifting.,Four Stars
4,prompt and as expected. I wish Carhart would go back to the old style bib suspender clips but all works fine,prompt and as expected.
4,Gold larger.,Four Stars
4,Looks great but the narrow ones are too small maybe .5 size up would be perfect,Four Stars
4,timely shipping and great fit,Four Stars
4,"I wear 14 EEE shoes and these are just EE. But they fit, and I received them in a timely manner.",Shoes
4,Look great but too snug and therefore uncomfortable .,Four Stars
4,Just like the other Rockport Northfields I got  before.,Four Stars
4,We receive the men's and women's Timex watch they were so cheap that we return them I've had Timex watches in the past but never this bad of a quality,... had Timex watches in the past but never this bad of a
4,On time and well made.,Four Stars
4,As described...but even nicer...has held up very well for over two years.  Very happy with this item. Would buy again.,Very nice
4,"i was expecting more from Cole Haan
but it is nice and i will buy it again",... was expecting more from Cole Haan but it is nice and i will buy it
4,"I have used Timex watches my entire career.  This keeps great time. The one thing that is disappointing, the date window is so small that I can't read it, even with my bifocals. It isn't my bifocal prescription because it is a new!",Nice watch!
4,Had some loose strings but it is great quality for the price. My 2 year old loves it. Wish it didn't velcro at the back though.,Great for the price. Would buy again.
4,MY husband loved the jeans after we ordered a larger size the waist runs small. He normally wears a 38 waist and we returned for a size 40 these fit fine. He says they are very warm and comfortable now. He owns a couple other brands of lined jeans but says he likes these the best! I like that they don't come out of the dryer all wrinkled as some brands do.,Wrangler jeans
4,I ordered the black and loved them but found that ordering one size up was a mistake. I ordered my correct size in the Deep Night and I'm sad to say they're a little tight. They look okay and are reasonably comfortable but the stitching digs into my delicate love handles. I'll keep them around because the tight bottom fits nicely into my booties.,decent jean/legging
4,"Fits great, but it t is warm",Four Stars
4,"Good scarf; not heavy, but what I need here in New Mexico.",Good scarf
4,"I wear these long sleeve shirts to protect me from the 'insects"";  being an outdoor photographer I have learned the hard way that having long sleeves is beneficial.

Quality is very good and should last a few years. A little snug for a 2X but sleeves were plenty long though.",Digital Camo for Digital Photographer
4,"As this is a more modern, and we don't follow trends, my husband feels that the front of the shoe is a bit long - which makes his foot look bigger.  But he said they are comfortable - for a dress shoe.",But he said they are comfortable - for a dress shoe
4,when i bought this i went off the size chart and the previous review of them running small is true would get one size bigger than you normally do other than that it is as good as you will get for the price.,the size runs small
4,"Arrived today by courier company from the address in the United States  to my home and Israel.
The below didn't arrive yet.",Arrived today by courier company from the address in the ...
4,I just received my first pair and they were not true to size (9 1/2) so I have to return them and get larger size.  Beware.,Shoes may run small
4,This is a well constructed shoe and needed extra wide so this worked out fine.  This is second order for this product and will buy again.,Good product
4,"I like being able to get the correct inseam by ordering online.  I have an in-between inseam length that is seldom carried in clothing stores.  By getting the right size I am spared from having to re-hem the cuffs.  Of course, Dockers are always a comfortable fit and very durable.",Custom fit online for a low price
4,"It's kind of hard to review mens underwear.  Usually it's a 1 or 5.  Not a lot in between.  I've been a Jockey guy for many years with a few brands thrown in from time to time.  These Calvin Klein's perplex me.  Calvin Klein consistently makes all their clothing and apparel for a more slender cut.  I know because I'm big guy and can't wear most of their stuff.  That's why these Calvin Klein's perplex me.  For some reason they are a perfect fix in the body of briefs but the waist band is REALLY loose.  I don't mean that it falls down.  It stays against the skin.  It just seems like a much much looser elastic.  Like I said, I fit great in the briefs but I could fix two of me in the elastic.  Other than that they're pretty good.",Waistband Issues
4,"works well for covering my neck and face!  Better than using a scarf
all the time.  I would recommend this.",nice for the winter
4,Works great but a little uncomfortable to wear for a long time.,Works
4,"One caveat, the loop that holds the end of the band to the main band body slips off.  I used a 1/8 slice of ~1/2 rubber hosing (black gasoline line hose) which barely fit over the clasp, but holds the band securely.",Use black tubing for extra band loop
4,Good fit with plenty of thigh room. Good price too.,Bcbg
4,"I am very happy with the visibility of the watch face and I love the Indiglo feature. I found the band edges to be sharp and uncomfortable and, rather than go through the hassle of searching all over again, I simply replaced the band. I am now very happy with my new watch and can see it - and even the date, in the right light.",almost perfect
4,Although I purchased the same style and size as I had  I do find these to be a bit roomier in the heal.  I do think that after they are broke in they will be fine.,I do think that after they are broke in they will be fine.
4,Great,Four Stars
4,"This is a great watch at a great price. I'm on my third one in 20 years. True it doesn't last forever, but what do you want at this price?

I love the easy-to-use digital features, especially the countdown timer. I use it all the time for cooking or time-outs for the kids, or to remind myself that I really need to leave in 5 minutes!

Last time my hubby changed the battery he messed up the water-proof gasket so now I need a new one.

I agree with others that the included watchband isn't the greatest. That's why I only gave 4 stars. Long ago I bought a stretch band and now just swap it out.

Casio, please never stop making this watch. But consider changing the band to a stretch one. That would make this watch truly perfect.",Great watch for the practical woman
4,"good flip flops, very comfy and sturdy",great price for these
4,Great paints for work pockets are made of thicker material so they last two or three times longer than the other brands.,Paints
4,"I didn't expect the ""squeeze"" ends to be uncovered metal!  the reviews were all good  so maybe I got a ""lemon"".  I had to cover the sides with duct tape so I wouldn't slice my fingers trying for my glasses. I now have to start the search again for better made eyeglass holders

Feb 2 2015
I have been using this with the tape over the metal ends..pretty much solves the cutting problem.  Have ordered one for my friend who wants to try it and  who also thinks I might have gotten a bad one.  we will see how the new one fares.  Will come back to this review later.

After using these eyeglass holders I decided the first one I got must have been a lemon for sure.  The latest orders are all good and hubby, friend, and myself are all pleased.",Just fine eyeglass holders!
4,The Tow strip has since ripped and I had to order a new pair.,Toe May Rip
4,Had gd experience with seller when having to exchange size. Once received shoe is great.,Once received shoe is great.
4,This is a nice hat.,Four Stars
4,been wearing these for the past few years. this is not my first set of these. so everything was as expected.,been wearing these for the past few years. this ...
4,"These are for my son, who works in the construction business, on his feet all day - best shoes he has had yet, he says.  Thank you!",Timberland Rocks!
4,exactly what I wanted.,Four Stars
4,"Wonderful style, slip on needs to be a bit deeper for heal to support balance using full orthopedic function.
Socks (thin) help with this issue!","Wonderful style, slip on needs to be a bit ..."
4,Longer than 32 inchs,Four Stars
4,Nice fit and finish. Brand new so can't say much else.,Good pants
4,"So far so good.  Big numbers which are great for folks in my age group and the occasion function reminds me of our anniversary and of course 24 on Monday nights.

I have been a Timex Ironman guy for 25 + years and find them light and comfortable.  When I was racing they were more functional, as split times were important.  Now I run & swim to keep my weight where it should be, instead of the adrenalin rush.

Very useful and the color is contemporary.",Functional
4,"After reading reviews that they run big, I bought 1 size smaller. My son is typically in a size 5, I bought a size 4, they fit perfectly. I only wish they had some anti skid type rubber on the bottom as we have hard wood floors. He doesn't try to remove them, so I assume they are comfortable for him.",so I assume they are comfortable for him
4,If you're a size 10-12 the it'll just fit. The wig was small but really funny to looking.,Overall it was a great costume
4,Fits great.,Four Stars
4,Comfortable shoe just wish i chose one with a foot holding strap for more movement based needs,Four Stars
4,"Its nice that it can adjust to any size waist and in any belt loops.  The only problem is that it doesn't stand up to a lot of body movement. If you are lifting and turning and squatting, and all together putting a lot of stress onto your belt, it starts to lose its grip.  As a regular day to day belt though its great.",Nice and simple belt
4,I normally wear a 9 or 9 1/2. But based on reviews I ordered a 10. They fit perfectly. The shoes seem like they will be very comfortable.,Teva sandals
4,"works well so far, but after a few weeks the plastic pieces sewn into belt ripped through and had to repair in 3 places, they fix that design flaw and it would be unbeatable.",Great but has design flaw
4,"I usually wear a 6 in every other type of shoe, but these feel like they may be a men's 6 even though they're a women's shoe. I'm going to try to return for a smaller size, but they seem to be made incredibly well.","Durable, runs large"
4,This was a gift for my son a he says is very comfortable and fits just perfect.,Mens loafer
4,My man loved it. The gown fit perfect but the robe was a little big. Im happy with this purchase.,My man loved it. The gown fit perfect but the robe ...
4,Size 15 is hard to find; so I was very pleased to find these.  It was a very fair price too.  The shoes fit as well as any i could ever find in a shoe store.,Have always heard this is a comfortable shoe: I heard right!
4,Very comfortable! Fit as expected,Great for work
4,Fits very well.  I look forward to putting them everyday and expect to buy a second pair.,Fits very well. I look forward to putting them ...
4,SUPER comfortable and cute! The only reason I gave 4 stars is because i find them to run a little small. Other than that they are great!,SUPER comfortable and cute
4,"Comfortable, quality moccs for a reasonable price. My only problem is that I have extra wide feet and the right size for me is unavailable. Frequent problem for me so I know how to break em in good and hard.",Wider sizes needed.
4,Fits well,Four Stars
4,Ok,Four Stars
4,"This bra fits great. I got it to go under my wedding dress, and it works great. I wish it went a bit further down on my hips, but it's not a big deal. For the price, you can't beat it.",:)
4,Cups size runs very large.,Four Stars
4,"Sandals were a surprise for my husband and he's very happy with them.  Good fit, comfortable and stylish.",Very happy with purchase.
4,"Too large, returned and ordered one size down. Love it!","Too large, returned and ordered one size down. Love it!"
4,"I've used several Timex Ironman watches and really like this device.  I use it for running as well as for reffing soccer.  The Countdown timer is especially useful.  Whent the countdown ends, the stopwatch begins - great for tracking time after a set period has ended (additional time in soccer or running).  Flix technology is nice for running - don't have to reach and press an extra button to get the backlight on for those early morning runs.  Great value.",Avid fan
4,ok,Four Stars
4,It fit like a bra.,Four Stars
4,I am very pleased with the shoes.  I wish they made this style in Navy.  I would definitely order again.,I am very pleased with the shoes
4,"Lifetime warranty, which I have used a couple of times. Watch is very thin. You do have to be careful of the crystal which is also very thin. Overall, very happy and would definitely repurchase. A real bargain and I get a lot of compliments on the watch.",Great Value
4,"Carhartt usually runs large, and the price is right.  This was a very successful purchase for Christmas.  I will have to await shrinkage.",Good for price
4,"Toe and heel bling fell of within a month, but the boots are well constructed. They took about a week of frequent use to break in and I suggest wearing thick socks or putting band aids on your shins to ward off blisters during break-in. I've bought these boots several times and usually get about a year out of them with heavy usage including motorcycle riding, sometimes in the rain. Not bad for the $$$.",Not bad for the $$$
4,"I had to buy 1 size larger than I would normally purchase. The inner slipper has a soft, thick, fur lick material and I assume that accounted for the original tight fit. Exchange was easy through Amazon, and the larger slipper fits great and is comfortable.  I would highly recommend these to anyone looking for a comfortable slipper. If possible I would have rated 4.5 but that is currently not reality. I really like the side styling its great. Top down styling is ok. The slipper offers reasonable support. Glad I made the purchase.",Good comfort in a Slipper
4,"I got a 16R in both Prewashed Indigo and Stonebleached. The Prewashed Indigo fits a tad bit tighter than the Stonebleached-- given that it will stretch out with wear, I had no problem with this.",I got a 16R in both Prewashed Indigo and Stonebleached ...
4,Was so happy to get these for my husband...,hard to find these
